名称,分类,地区,原描述,原字数,新描述(100-200字),备注
白城市文物局,政府机构,国内-吉林,未找到独立文物局网站,10,白城市文物局是吉林文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
延边州文物局,政府机构,国内-吉林,未找到独立文物局网站,10,延边州文物局是吉林文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
芜湖市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,芜湖市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
蚌埠市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,蚌埠市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
淮南市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,淮南市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
马鞍山市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,马鞍山市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
淮北市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,淮北市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
铜陵市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,铜陵市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
安庆市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,安庆市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
黄山市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,黄山市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
滁州市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,滁州市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
阜阳市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,阜阳市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
宿州市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,宿州市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
六安市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,六安市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
亳州市文物局,政府机构,国内-安徽,未找到独立文物局网站,10,亳州市文物局是安徽文物保护和管理的专门机构，负责本地区不可移动文物普查登记、文物保护单位监督管理、考古发掘项目管理、可移动文物收藏保护及博物馆事业指导等工作。依法查处文物违法行为，组织实施文物安全防范工程，推动文物合理利用与活化展示，是区域性文化遗产保护的核心力量。,文物局标准描述：职能+区域+文保职责
